,User,Time,Tweet,Location,Verified,Tweet_Source,Followers,Retweet_Count,Tweet ID,Sentiment,Insight
132,WillsChike,2022-07-09 23:45:30+00:00," Yesterday when we visited the Aboki community at Elegushi, Lagos. We shared food packs to 300 people courtesy of Burna Boy…","Accra, Ghana",False,Twitter for iPhone,189,247,1545917091403993088,1,Neutral
133,Taylorbankz3,2022-07-09 23:45:30+00:00,"If you love  , please kindly retweet this love damini shirt designed by taylorbankz....let's Make it go vi… ","Ibadan, Nigeria",False,Twitter for Android,346,2,1545917089919139840,2,Positive
134,kvnq_sammie,2022-07-09 23:45:27+00:00, I’ve been sighing and smiling since 6pm thanks to . LOVEDAMINI BURNABOY,On the streets,False,Twitter for Android,2129,1,1545917077642518528,2,Positive
135,Luciaimegi,2022-07-09 23:45:22+00:00, Thanks  LOVEDAMINI,,False,Twitter for iPhone,12,4786,1545917055626629121,2,Positive
136,paapaversa,2022-07-09 23:45:17+00:00,"’s LOVEDAMINI is 

Love to see a level of vulnerability and sonic diversity on such a visible “afrobeats” album

",Versa Villa,True,Twitter for iPhone,6782,1,1545917036680712193,2,Positive
137,pirowbanks,2022-07-09 23:45:15+00:00," 10 million in one day? 

Crazyyy LOVEDAMINI",,False,Twitter for Android,8136,51,1545917028095107080,2,Positive
138,MveloMontana,2022-07-09 23:45:14+00:00,Burna boy is a demon .. LOVEDAMINI,Durban,False,Twitter for Android,825,0,1545917023032680450,2,Positive
139,scotty_zeng,2022-07-09 23:45:13+00:00, Thanks  LOVEDAMINI,Nigeria..plateau State,False,Twitter for iPhone,512,4786,1545917018926358528,2,Positive
140,Oluwamayorkun1,2022-07-09 23:45:07+00:00," Jesse was equally surprised by BurnaBoy never-ending musical prowess 

LoveDamini ",,False,Twitter for iPhone,621,76,1545916994293211139,2,Positive
141,Temioflasgidi,2022-07-09 23:45:03+00:00," Omo this burna album na 10000/100
lovedamini 
 ",Nigeria,False,Twitter for iPhone,2946,1076,1545916977465774086,2,Positive
142,youngboyja22,2022-07-09 23:45:03+00:00, Burna Boy never disappoints! I love every bit of his new album. LOVEDAMINI,Lagos,False,Twitter for iPhone,19,96,1545916976920309760,2,Positive
143,ifiemi_o,2022-07-09 23:45:02+00:00," . earned his biggest streaming day of all-time on Spotify on July 8, with 10 million listens following the release…",Outside ,False,Twitter for Android,693,596,1545916970972975104,2,Positive
144,Justincoddy,2022-07-09 23:45:00+00:00,_ LOVEDAMINI has surpassed 7million plays on boomplay in two days!,OUTSIDE🛸 ,False,Twitter for iPhone,2129,38,1545916963481870337,2,Positive
145,pirowbanks,2022-07-09 23:44:55+00:00," . earned his biggest streaming day of all-time on Spotify on July 8, with 10 million listens following the release…",,False,Twitter for Android,8136,596,1545916943567396865,2,Positive
146,Shady_5522,2022-07-09 23:44:52+00:00, We'd like to say a massive thanks to  and everyone who came to his album signing today here at hmv Vault! His new al…,,False,Twitter for iPhone,72,56,1545916927905873920,2,Positive
147,Demola_ace,2022-07-09 23:44:50+00:00,"How harder can an ARTIST go on a ONE TAKE FREESTYLE????? DEMOLA ACE PENDRAGON

Messi and Ronaldo ikorodu Stev… ","Los Angeles, CA",False,Twitter for Android,2986,0,1545916920297406464,1,Neutral
148,Pana_xl,2022-07-09 23:44:49+00:00, All 19 songs on ’s LoveDamini  make up the entire first nineteen positions on both Apple Music and Spotify N…,Nigeria ,False,Twitter for Android,190,30,1545916916153421828,2,Positive
149,Mcpee_xr,2022-07-09 23:44:35+00:00, No fela no diddy yet we breaking records. Them dey pray make we fall and stagger but We move in cloak in dagger  LOV…,the clouds,False,Twitter for iPhone,657,14,1545916859354169344,1,Neutral
150,Bamsfx7,2022-07-09 23:44:31+00:00,If I do 99 good e go remain 1  LOVEDAMINI        Guess the track,Metaverse,False,Twitter for iPhone,36,0,1545916843541528582,2,Positive
151,keemzskii,2022-07-09 23:44:28+00:00,I’ve been sighing and smiling since 6pm thanks to . LOVEDAMINI BURNABOY,The Streets,False,Twitter for iPhone,248,1,1545916828727349251,2,Positive
152,FaithDa31426727,2022-07-09 23:44:20+00:00," Only if you know how much people you inspire
May God keep you longer Oluwa Burna 
BURNABOY LOVEDAMINI Grachidex htt…",,False,Twitter for Android,1,19,1545916794480873479,2,Positive
153,AlowiArnold,2022-07-09 23:44:20+00:00, From the beach sessions to the world. It’s always fun creating with my brother  — “Kilometre” + “Last Last” produ…,,False,Twitter for Android,9,279,1545916793671262209,2,Positive
154,view_sammy,2022-07-09 23:44:15+00:00,Hate him or Love Him….. ur favourite needs to double up their effort before they touch BurnaBoy LOVEDAMINI… ,Zion,False,Twitter for iPhone,509,1,1545916776629821440,1,Neutral
155,kvnq_sammie,2022-07-09 23:44:15+00:00,"_babajide Burna boy Glory hits differently
Odogwu God bless you for blessing us with beautiful music 
Love you My 
LOVEDAMINI…",On the streets,False,Twitter for Android,2129,1,1545916776428494848,2,Positive
156,UmehJoy_,2022-07-09 23:44:14+00:00,@_Telz Cloak and dagger  LOVEDAMINI ,next to you.,False,Twitter for iPhone,2962,604,1545916771697365005,2,Positive
157,Iamlegend_OZ,2022-07-09 23:44:09+00:00, From the beach sessions to the world. It’s always fun creating with my brother  — “Kilometre” + “Last Last” produ…,lagos,False,Twitter for Android,60,279,1545916750105137157,2,Positive
158,ShottiGunz,2022-07-09 23:44:07+00:00, Give it to Telz mhen!! Man's a beast!! Just can't get over Cloak and Dagger &amp; Common person  LOVEDAMINI BURNABOY htt…,this side,False,Twitter for iPhone,1579,7,1545916740537810944,2,Positive
159,eyesongold1,2022-07-09 23:44:07+00:00,"_ Heyy!!! So Burna boy released an album on Friday, (I think that's common knowledge by now) and a lot of people have been gi…","Lagos, Nigeria",False,Twitter for iPhone,103,311,1545916739212427270,1,Neutral
160,Mr_Swillz,2022-07-09 23:44:04+00:00, After listen  album for 2 days straight. I believe this is another classic album. LOVEDAMINI  Well done my fami…,"Lagos, Nigeria",False,Twitter for iPhone,556,232,1545916728177213441,2,Positive
161,pirowbanks,2022-07-09 23:43:55+00:00," Burna boy’s LAST LAST has Sold over 100,000 units in the UKLOVEDAMINI ",,False,Twitter for Android,8136,39,1545916689363210240,2,Positive
162,leebay4u,2022-07-09 23:43:52+00:00,_temmy Well I thought twice as tall was a mind blowing album till LOVEDAMINI BURNABOY,,False,Twitter for iPhone,207,1,1545916677044445185,2,Positive
163,Pana_xl,2022-07-09 23:43:48+00:00," Last last juss Dey break everywhere  but make una no forget say na same day e drop with stand strong
LOVEDAMINI …",Nigeria ,False,Twitter for Android,190,9,1545916660573503493,1,Neutral
164,Frefrick1,2022-07-09 23:43:48+00:00,"  Global Digital Artist Ranking 

2. Burna Boy 

— BurnaBoy is now the second most streamed Artist across all music strea…",,False,Twitter for iPhone,901,363,1545916659604627457,2,Positive
165,DjTreHustle,2022-07-09 23:43:44+00:00," ""What happened to your leg?""  

A caring and loving Giant

Love Damini album signing by  at  / …",Permanent Residence (Africa) ,False,Twitter for Android,39022,120,1545916644119412736,1,Neutral
166,eastsigngod,2022-07-09 23:43:26+00:00, This is my favourite Burna Boy album LOVEDAMINI,Nigeria,False,Twitter for Android,1568,61,1545916569045422081,2,Positive
167,pirowbanks,2022-07-09 23:43:25+00:00," Burna Boy’s LOVEDAMINI received a total of 8,332,412 streams on it’s first day of release on Spotify. 

breaks his own rec…",,False,Twitter for Android,8136,99,1545916565408944128,2,Positive
168,_iamprincefidel,2022-07-09 23:43:23+00:00," “Cause of oil and gas my city so dark, every man have to stand on guard”  Whiskey LOVEDAMINI",somewhere in the world 🌍,False,Twitter for Android,1397,10,1545916554826620930,1,Neutral
169,Richdom231,2022-07-09 23:43:20+00:00," . earned his biggest streaming day of all-time on Spotify on July 8, with 10 million listens following the release…",Liberia,False,Twitter for Android,193,596,1545916542856187905,2,Positive
170,BurnaBoyAG,2022-07-09 23:43:14+00:00, .’s LOVEDAMINI is currently 1 in 43 countries and charts in over 130 countries overall.  ,Space 🛸,False,Twitter for iPhone,493,777,1545916520299081728,2,Positive
171,5emidayo,2022-07-09 23:43:09+00:00," Grad school reading homework by the pool  and streaming LOVEDAMINI  
Hope all my outsiders are enjoying their day  h…","Lagos, Nigeria",False,Twitter for iPhone,113,68,1545916499092819968,2,Positive
172,DailyTipser,2022-07-09 23:43:08+00:00,"   is a magical punter.... Follow him now to enjoy winning games... No say I no tell you ooo.. 
OBIdients…",,False,Twitter for iPhone,981,1,1545916492969025536,2,Positive
173,pirowbanks,2022-07-09 23:43:06+00:00, Take 3   LOVEDAMINI ,,False,Twitter for Android,8136,5,1545916483871588353,2,Positive
174,HighlySelasie,2022-07-09 23:43:05+00:00, Now streaming LOVEDAMINI . That's a very electric album by  !,BIG 7 / WONG¥£,False,Twitter for Android,391,12,1545916481631911936,2,Positive
175,_iamprincefidel,2022-07-09 23:43:03+00:00,"_Sultan1 Some dey pray for the traffic make Dem hail you, 
Make you show love...

LOVEDAMINI 
BurnaBoy",somewhere in the world 🌍,False,Twitter for Android,1397,14,1545916473717178368,2,Positive
176,Onryx1,2022-07-09 23:43:00+00:00,"  Truth is the album is amazing, but in terms of quality TAT is beyond every Nigerian… ","Lagos, Nigeria",False,Twitter for Android,123,0,1545916460182151169,2,Positive
177,kvnq_sammie,2022-07-09 23:42:58+00:00," Give burna boy the grammy award before next year. PRE-GIVE
LOVEDAMINI",On the streets,False,Twitter for Android,2129,1,1545916453416800259,2,Positive
178,AshakaSuccess,2022-07-09 23:42:58+00:00,_Lawrenz Las las all the songs go chop break fast..next week make we see LOVEDAMINI,WEST AFRICA,False,Twitter for Android,176,0,1545916451248214016,1,Neutral
179,JamesBall___,2022-07-09 23:42:51+00:00, No fela no diddy yet we breaking records. Them dey pray make we fall and stagger but We move in cloak in dagger  LOV…,,False,Twitter for Android,117,14,1545916422794133504,1,Neutral
180,pirowbanks,2022-07-09 23:42:50+00:00, No fela no diddy yet we breaking records. Them dey pray make we fall and stagger but We move in cloak in dagger  LOV…,,False,Twitter for Android,8136,14,1545916419140984838,1,Neutral
181,izdknvlu,2022-07-09 23:42:44+00:00," new  “ Solid “ produced by me 
 LOVEDAMINI ",,False,Twitter for Android,76,2126,1545916392708268032,2,Positive
182,nana_asap,2022-07-09 23:42:43+00:00, LoveDamini has surpassed 6 million streams on Boomplay in less than 48 hrs ,,False,Twitter for iPhone,1290,127,1545916387595632642,2,Positive
183,ola_kray,2022-07-09 23:42:38+00:00,"_ Burna Boy signing physical copies of his newly released album LOVEDAMINI in Birmingham, UK  ",Lagos,False,Twitter for iPhone,1982,19,1545916369375580161,1,Neutral
184,Chinonsodonatu3,2022-07-09 23:42:38+00:00,_MLS The two tracks chopstixx handled in LOVEDAMINI are just insane!,Nigeria,False,Twitter Web App,130,19,1545916367605473283,2,Positive
185,ItzjoeDona,2022-07-09 23:42:35+00:00, . simultaneously occupies the entire top 19 on the Nigerian Spotify chart with every song from LOVEDAMINI. He's th…,"Ilaro, Nigeria",False,Twitter for iPhone,5647,737,1545916356494872576,1,Neutral
186,BenjaminRomel1,2022-07-09 23:42:33+00:00,"  is a magical punter.... Follow him now to enjoy winning games... No say I no tell you ooo.. 
OBIdients  LOVEDAMINI",,False,Twitter for Android,19,1,1545916345287835648,2,Positive
187,depz_coba,2022-07-09 23:42:32+00:00," Happy birthday to a topmost Outsider _edi__ 

Thank you for all you do.
You LOVEDAMINI from the bottom of your heart,…",O U T S I D E ,False,Twitter for iPhone,1767,26,1545916341030379520,2,Positive
188,timmy__leyin,2022-07-09 23:42:31+00:00," ""What happened to your leg?""  

A caring and loving Giant

Love Damini album signing by  at  / …","Bouy-Luxembourg, France",False,Twitter for iPhone,2009,120,1545916339134529536,1,Neutral
189,kenzoranking,2022-07-09 23:42:26+00:00, .’s LOVEDAMINI is currently 1 in 43 countries and charts in over 130 countries overall.  ,"Accra, Ghana",False,Twitter Web App,483,777,1545916316653162496,2,Positive
190,pirowbanks,2022-07-09 23:42:23+00:00, That place burna screamed Everybody know that I’m the gyal dem controller. on science dey always burst my brain  LOV…,,False,Twitter for Android,8136,8,1545916304497983489,1,Neutral
191,MuhibiRidhwan,2022-07-09 23:42:23+00:00, Stone wash denim featuring burnnnnnna kindly retweet for the love of good music and art LOVEDAMINI BurnaBoy BURNABOY…,,False,Twitter for Android,27,163,1545916303491452938,2,Positive
192,thehansol0,2022-07-09 23:42:21+00:00,This song is different wavy  LoveDamini ,,False,Twitter for iPhone,29,0,1545916297531244544,2,Positive
193,JamesBall___,2022-07-09 23:42:21+00:00, THE REAL AFRICAN  burna LOVEDAMINI,,False,Twitter for Android,117,4,1545916296797331456,2,Positive
194,timmy__leyin,2022-07-09 23:42:20+00:00,"_mayor Love , Damini.  by me 
LOVEDAMINI ","Bouy-Luxembourg, France",False,Twitter for iPhone,2009,35,1545916294163202048,2,Positive
195,theblackjudgee,2022-07-09 23:42:20+00:00,_clever07 The only artist that can sing about political issues and e go enter. The only artist that can sing about heartbreak an…,Nigeria,False,Twitter for iPhone,1149,80,1545916292628086790,1,Neutral
196,Bahdboybayo,2022-07-09 23:42:18+00:00, After listen  album for 2 days straight. I believe this is another classic album. LOVEDAMINI  Well done my fami…,,False,Twitter for iPhone,36,232,1545916282457014273,2,Positive
197,_iamprincefidel,2022-07-09 23:42:12+00:00," 59,461,526 total spotify streams! 

LOVEDAMINI 
 ",somewhere in the world 🌍,False,Twitter for Android,1397,61,1545916259862302722,2,Positive
198,pirowbanks,2022-07-09 23:42:12+00:00,"@_enyo__ When Burna Boy said “I be Common Person, but my happiness, oh, still be my own” I knew he was talking to me directly.

I've le…",,False,Twitter for Android,8136,24,1545916259207872513,1,Neutral
199,HighlySelasie,2022-07-09 23:42:11+00:00," Burna made LOVEDAMINI an album that you can't stop playing on repeat 
Lady smith ended the last track and the continuati…",BIG 7 / WONG¥£,False,Twitter for Android,391,70,1545916253973389313,2,Positive
200,krissmeka,2022-07-09 23:42:07+00:00," ""Overdose"" Freestyle 
My mother said  ""What are you waiting for""? Pls tag  till he sees this and help m…",Nigeria 🇳🇬,False,Twitter for iPhone,1016,12,1545916237141708801,1,Neutral
201,boyfortunez,2022-07-09 23:42:03+00:00," For them to catch you, they gon need one bigger and a taller ladder LOVEDAMINI","Dublin City, Ireland",False,Twitter for iPhone,286,0,1545916219382972416,1,Neutral
202,_iamprincefidel,2022-07-09 23:41:59+00:00," Burna boy's Album LoveDamini    Spotify Streams

Day 1
8,332,412

Yesterday                        Today ",somewhere in the world 🌍,False,Twitter for Android,1397,72,1545916205218791426,1,Neutral
203,fatihu_olayinka,2022-07-09 23:41:56+00:00, Burna Boy never disappoints! I love every bit of his new album. LOVEDAMINI,Ilorin ,False,Twitter for iPhone,4150,96,1545916193181237249,2,Positive
204,wavesofgrey__,2022-07-09 23:41:52+00:00, No fela no diddy yet we breaking records. Them dey pray make we fall and stagger but We move in cloak in dagger  LOV…,"Lagos, Nigeria",False,Twitter for iPhone,320,14,1545916175317622789,1,Neutral
205,pirowbanks,2022-07-09 23:41:51+00:00, .’s LOVEDAMINI is currently 1 in 43 countries and charts in over 130 countries overall.  ,,False,Twitter for Android,8136,777,1545916168996782080,2,Positive
206,view_sammy,2022-07-09 23:41:43+00:00, We'd like to say a massive thanks to  and everyone who came to his album signing today here at hmv Vault! His new al…,Zion,False,Twitter for iPhone,509,56,1545916135916421120,2,Positive
207,diCocochanel,2022-07-09 23:41:42+00:00, Vanilla visual story out now ft. RayBanStories. Full video at  _ban sponsored LOVEDAMINI https…,,False,Twitter for iPhone,49,1309,1545916131919142917,1,Neutral
208,Oluwamayorkun1,2022-07-09 23:41:38+00:00,"_owl Burna always knew he was destined for Greatness and  it all started from a Wild dream 

LOVEDAMINI ",,False,Twitter for iPhone,621,26,1545916114999414784,2,Positive
209,kvnq_sammie,2022-07-09 23:41:36+00:00," Caught this guys unawares vibing to science off BURNABOY LOVEDAMINI album
 na you do this one.
",On the streets,False,Twitter for Android,2129,1,1545916108166684673,1,Neutral
210,_iamprincefidel,2022-07-09 23:41:30+00:00," Love,Damini by   LoveDamini",somewhere in the world 🌍,False,Twitter for Android,1397,20,1545916084343144448,1,Neutral
